DeviceDateTime,Longitute,Latitude,Speed,Di1,Di2,Di3
1/10/2023 0:04,21.139145,42.673832,0,0,0,1
1/10/2023 0:10,21.139145,42.673832,0,0,0,1
1/10/2023 0:16,21.139145,42.673832,0,0,0,1
1/10/2023 0:21,21.139145,42.673832,0,0,0,1
1/10/2023 0:27,21.139145,42.673832,0,0,0,1
1/10/2023 0:33,21.139145,42.673832,0,0,0,1
1/10/2023 0:39,21.139145,42.673832,0,0,0,1
1/10/2023 0:45,21.139145,42.673832,0,0,0,1
1/10/2023 0:51,21.139145,42.673832,0,0,0,1
1/10/2023 0:56,21.139145,42.673832,0,0,0,1
1/10/2023 1:02,21.139145,42.673832,0,0,0,1
1/10/2023 1:08,21.139145,42.673832,0,0,0,1
1/10/2023 1:14,21.139145,42.673832,0,0,0,1
1/10/2023 1:20,21.139145,42.673832,0,0,0,1
1/10/2023 1:26,21.139145,42.673832,0,0,0,1
1/10/2023 1:32,21.139145,42.673832,0,0,0,1
1/10/2023 1:37,21.139145,42.673832,0,0,0,1
1/10/2023 1:43,21.139145,42.673832,0,0,0,1
1/10/2023 1:49,21.139145,42.673832,0,0,0,1
1/10/2023 1:55,21.139145,42.673832,0,0,0,1
1/10/2023 2:01,21.139145,42.673832,0,0,0,1
1/10/2023 2:07,21.139145,42.673832,0,0,0,1
1/10/2023 2:12,21.139145,42.673832,0,0,0,1
1/10/2023 2:18,21.139145,42.673832,0,0,0,1
1/10/2023 2:24,21.139145,42.673832,0,0,0,1
1/10/2023 2:30,21.139145,42.673832,0,0,0,1
1/10/2023 2:36,21.139145,42.673832,0,0,0,1
1/10/2023 2:42,21.139145,42.673832,0,0,0,1
1/10/2023 2:48,21.139145,42.673832,0,0,0,1
1/10/2023 2:53,21.139145,42.673832,0,0,0,1
1/10/2023 2:59,21.139145,42.673832,0,0,0,1
1/10/2023 3:05,21.139145,42.673832,0,0,0,1
1/10/2023 3:11,21.139145,42.673832,0,0,0,1
1/10/2023 3:17,21.139145,42.673832,0,0,0,1
1/10/2023 3:23,21.139145,42.673832,0,0,0,1
1/10/2023 3:28,21.139145,42.673832,0,0,0,1
1/10/2023 3:34,21.139145,42.673832,0,0,0,1
1/10/2023 3:40,21.139145,42.673832,0,0,0,1
1/10/2023 3:46,21.139145,42.673832,0,0,0,1
1/10/2023 3:52,21.139145,42.673832,0,0,0,1
1/10/2023 3:58,21.139145,42.673832,0,0,0,1
1/10/2023 4:03,21.139145,42.673832,0,0,0,1
1/10/2023 4:09,21.139145,42.673832,0,0,0,1
1/10/2023 4:15,21.139145,42.673832,0,0,0,1
1/10/2023 4:21,21.139145,42.673832,0,0,0,1
1/10/2023 4:27,21.139145,42.673832,0,0,0,1
1/10/2023 4:33,21.139145,42.673832,0,0,0,1
1/10/2023 4:39,21.139145,42.673832,0,0,0,1
1/10/2023 4:44,21.139145,42.673832,0,0,0,1
1/10/2023 4:50,21.139145,42.673832,0,0,0,1
1/10/2023 4:56,21.139145,42.673832,0,0,0,1
1/10/2023 5:02,21.139145,42.673832,0,0,0,1
1/10/2023 5:08,21.139145,42.673832,0,0,0,1
1/10/2023 5:14,21.139145,42.673832,0,0,0,1
1/10/2023 5:19,21.139145,42.673832,0,0,0,1
1/10/2023 5:25,21.139145,42.673832,0,0,0,1
1/10/2023 5:31,21.139145,42.673832,0,0,0,1
1/10/2023 5:37,21.139145,42.673832,0,0,0,1
1/10/2023 5:43,21.139145,42.673832,0,0,0,1
1/10/2023 5:49,21.139145,42.673832,0,0,0,1
1/10/2023 5:55,21.139145,42.673832,0,0,0,1
1/10/2023 6:00,21.139145,42.673832,0,0,0,1
1/10/2023 6:06,21.139145,42.673832,0,0,0,1
1/10/2023 6:12,21.139145,42.673832,0,0,0,1
1/10/2023 6:18,21.139145,42.673832,0,0,0,1
1/10/2023 6:24,21.139145,42.673832,0,0,0,1
1/10/2023 6:30,21.139145,42.673832,0,0,0,1
1/10/2023 6:35,21.139145,42.673832,0,0,0,1
1/10/2023 6:41,21.139145,42.673832,0,0,0,1
1/10/2023 6:47,21.139145,42.673832,0,0,0,1
1/10/2023 6:53,21.139145,42.673832,0,0,0,1
1/10/2023 6:59,21.139145,42.673832,0,0,0,1
1/10/2023 7:05,21.139145,42.673832,0,0,0,1
1/10/2023 7:10,21.139145,42.673832,0,0,0,1
1/10/2023 7:16,21.139145,42.673832,0,0,0,1
1/10/2023 7:22,21.139145,42.673832,0,0,0,1
1/10/2023 7:28,21.139145,42.673832,0,0,0,1
1/10/2023 7:34,21.139145,42.673832,0,0,0,1
1/10/2023 7:40,21.139145,42.673832,0,0,0,1
1/10/2023 7:46,21.139145,42.673832,0,0,0,1
1/10/2023 7:51,21.139145,42.673832,0,0,0,1
1/10/2023 7:57,21.139145,42.673832,0,0,0,1
1/10/2023 8:03,21.139145,42.673832,0,0,0,1
1/10/2023 8:09,21.139145,42.673832,0,0,0,1
1/10/2023 8:15,21.139145,42.673832,0,0,0,1
1/10/2023 8:21,21.139145,42.673832,0,0,0,1
1/10/2023 8:26,21.139145,42.673832,0,0,0,1
1/10/2023 8:32,21.139145,42.673832,0,0,0,1
1/10/2023 8:38,21.139145,42.673832,0,0,0,1
1/10/2023 8:44,21.139145,42.673832,0,0,0,1
1/10/2023 8:50,21.139145,42.673832,0,0,0,1
1/10/2023 8:56,21.139145,42.673832,0,0,0,1
1/10/2023 9:02,21.139145,42.673832,0,0,0,1
1/10/2023 9:07,21.139145,42.673832,0,0,0,1
1/10/2023 9:13,21.139145,42.673832,0,0,0,1
1/10/2023 9:19,21.139145,42.673832,0,0,0,1
1/10/2023 9:25,21.139145,42.673832,0,0,0,1
1/10/2023 9:31,21.139145,42.673832,0,0,0,1
1/10/2023 9:37,21.139145,42.673832,0,0,0,1
1/10/2023 9:42,21.139145,42.673832,0,0,0,1
1/10/2023 9:48,21.139145,42.673832,0,0,0,1
1/10/2023 9:54,21.139145,42.673832,0,0,0,1
1/10/2023 10:00,21.139145,42.673832,0,0,0,1
1/10/2023 10:06,21.139145,42.673832,0,0,0,1
1/10/2023 10:12,21.139145,42.673832,0,0,0,1
1/10/2023 10:17,21.139145,42.673832,0,0,0,1
1/10/2023 10:23,21.139145,42.673832,0,0,0,1
1/10/2023 10:29,21.139145,42.673832,0,0,0,1
1/10/2023 10:35,21.139145,42.673832,0,0,0,1
1/10/2023 10:41,21.139145,42.673832,0,0,0,1
1/10/2023 10:47,21.139145,42.673832,0,0,0,1
1/10/2023 10:53,21.139145,42.673832,0,0,0,1
1/10/2023 10:58,21.139145,42.673832,0,0,0,1
1/10/2023 11:04,21.139145,42.673832,0,0,0,1
1/10/2023 11:10,21.139145,42.673832,0,0,0,1
1/10/2023 11:16,21.139145,42.673832,0,0,0,1
1/10/2023 11:22,21.139145,42.673832,0,0,0,1
1/10/2023 11:28,21.139145,42.673832,0,0,0,1
1/10/2023 11:33,21.139145,42.673832,0,0,0,1
