DeviceDateTime,Longitute,Latitude,Speed,Di1,Di2,Di3
1/10/2023 19:58,21.139063,42.673867,0,0,0,1
1/10/2023 20:04,21.139063,42.673867,0,0,0,1
1/10/2023 20:10,21.139063,42.673867,0,0,0,1
1/10/2023 20:15,21.139063,42.673867,0,0,0,1
1/10/2023 20:21,21.139063,42.673867,0,0,0,1
1/10/2023 20:27,21.139063,42.673867,0,0,0,1
1/10/2023 20:33,21.139063,42.673867,0,0,0,1
1/10/2023 20:39,21.139063,42.673867,0,0,0,1
1/10/2023 20:45,21.139063,42.673867,0,0,0,1
1/10/2023 20:50,21.139063,42.673867,0,0,0,1
1/10/2023 20:56,21.139063,42.673867,0,0,0,1
1/10/2023 21:02,21.139063,42.673867,0,0,0,1
1/10/2023 21:08,21.139063,42.673867,0,0,0,1
1/10/2023 21:14,21.139063,42.673867,0,0,0,1
1/10/2023 21:20,21.139063,42.673867,0,0,0,1
1/10/2023 21:25,21.139063,42.673867,0,0,0,1
1/10/2023 21:31,21.139063,42.673867,0,0,0,1
1/10/2023 21:37,21.139063,42.673867,0,0,0,1
1/10/2023 21:43,21.139063,42.673867,0,0,0,1
1/10/2023 21:49,21.139063,42.673867,0,0,0,1
1/10/2023 21:55,21.139063,42.673867,0,0,0,1
1/10/2023 22:00,21.139063,42.673867,0,0,0,1
1/10/2023 22:06,21.139063,42.673867,0,0,0,1
1/10/2023 22:12,21.139063,42.673867,0,0,0,1
1/10/2023 22:18,21.139063,42.673867,0,0,0,1
1/10/2023 22:24,21.139063,42.673867,0,0,0,1
1/10/2023 22:30,21.139063,42.673867,0,0,0,1
1/10/2023 22:35,21.139063,42.673867,0,0,0,1
1/10/2023 22:41,21.139063,42.673867,0,0,0,1
1/10/2023 22:47,21.139063,42.673867,0,0,0,1
1/10/2023 22:53,21.139063,42.673867,0,0,0,1
1/10/2023 22:59,21.139063,42.673867,0,0,0,1
1/10/2023 23:05,21.139063,42.673867,0,0,0,1
1/10/2023 23:10,21.139063,42.673867,0,0,0,1
1/10/2023 23:16,21.139063,42.673867,0,0,0,1
1/10/2023 23:22,21.139063,42.673867,0,0,0,1
1/10/2023 23:28,21.139063,42.673867,0,0,0,1
1/10/2023 23:34,21.139063,42.673867,0,0,0,1
1/10/2023 23:40,21.139063,42.673867,0,0,0,1
1/10/2023 23:45,21.139063,42.673867,0,0,0,1
1/10/2023 23:51,21.139063,42.673867,0,0,0,1
1/10/2023 23:57,21.139063,42.673867,0,0,0,1
2/10/2023 0:03,21.139063,42.673867,0,0,0,1
2/10/2023 0:09,21.139063,42.673867,0,0,0,1
2/10/2023 0:15,21.139063,42.673867,0,0,0,1
2/10/2023 0:20,21.139063,42.673867,0,0,0,1
2/10/2023 0:26,21.139063,42.673867,0,0,0,1
2/10/2023 0:32,21.139063,42.673867,0,0,0,1
2/10/2023 0:38,21.139063,42.673867,0,0,0,1
2/10/2023 0:44,21.139063,42.673867,0,0,0,1
2/10/2023 0:50,21.139063,42.673867,0,0,0,1
2/10/2023 0:55,21.139063,42.673867,0,0,0,1
2/10/2023 1:01,21.139063,42.673867,0,0,0,1
2/10/2023 1:07,21.139063,42.673867,0,0,0,1
2/10/2023 1:13,21.139063,42.673867,0,0,0,1
2/10/2023 1:19,21.139063,42.673867,0,0,0,1
2/10/2023 1:25,21.139063,42.673867,0,0,0,1
2/10/2023 1:30,21.139063,42.673867,0,0,0,1
2/10/2023 1:36,21.139063,42.673867,0,0,0,1
2/10/2023 1:42,21.139063,42.673867,0,0,0,1
2/10/2023 1:48,21.139063,42.673867,0,0,0,1
2/10/2023 1:54,21.139063,42.673867,0,0,0,1
2/10/2023 2:00,21.139063,42.673867,0,0,0,1
2/10/2023 2:05,21.139063,42.673867,0,0,0,1
2/10/2023 2:11,21.139063,42.673867,0,0,0,1
2/10/2023 2:17,21.139063,42.673867,0,0,0,1
2/10/2023 2:23,21.139063,42.673867,0,0,0,1
2/10/2023 2:29,21.139063,42.673867,0,0,0,1
2/10/2023 2:35,21.139063,42.673867,0,0,0,1
2/10/2023 2:40,21.139063,42.673867,0,0,0,1
2/10/2023 2:46,21.139063,42.673867,0,0,0,1
2/10/2023 2:52,21.139063,42.673867,0,0,0,1
2/10/2023 2:58,21.139063,42.673867,0,0,0,1
2/10/2023 3:04,21.139063,42.673867,0,0,0,1
2/10/2023 3:10,21.139063,42.673867,0,0,0,1
2/10/2023 3:15,21.139063,42.673867,0,0,0,1
2/10/2023 3:21,21.139063,42.673867,0,0,0,1
2/10/2023 3:27,21.139063,42.673867,0,0,0,1
2/10/2023 3:33,21.139063,42.673867,0,0,0,1
2/10/2023 3:39,21.139063,42.673867,0,0,0,1
2/10/2023 3:45,21.139063,42.673867,0,0,0,1
2/10/2023 3:50,21.139063,42.673867,0,0,0,1
2/10/2023 3:56,21.139063,42.673867,0,0,0,1
2/10/2023 4:02,21.139063,42.673867,0,0,0,1
2/10/2023 4:08,21.139063,42.673867,0,0,0,1
2/10/2023 4:14,21.139063,42.673867,0,0,0,1
2/10/2023 4:20,21.139063,42.673867,0,0,0,1
2/10/2023 4:25,21.139063,42.673867,0,0,0,1
2/10/2023 4:31,21.139063,42.673867,0,0,0,1
2/10/2023 4:37,21.139063,42.673867,0,0,0,1
2/10/2023 4:43,21.139063,42.673867,0,0,0,1
2/10/2023 4:49,21.139063,42.673867,0,0,0,1
2/10/2023 4:55,21.139063,42.673867,0,0,0,1
2/10/2023 5:00,21.139063,42.673867,0,0,0,1
2/10/2023 5:06,21.139063,42.673867,0,0,0,1
2/10/2023 5:12,21.139063,42.673867,0,0,0,1
2/10/2023 5:18,21.139063,42.673867,0,0,0,1
2/10/2023 5:24,21.139063,42.673867,0,0,0,1
2/10/2023 5:30,21.139063,42.673867,0,0,0,1
2/10/2023 5:35,21.139063,42.673867,0,0,0,1
2/10/2023 5:41,21.139063,42.673867,0,0,0,1
2/10/2023 5:47,21.139063,42.673867,0,0,0,1
2/10/2023 5:53,21.139063,42.673867,0,0,0,1
2/10/2023 5:59,21.139063,42.673867,0,0,0,1
2/10/2023 5:59,21.139072,42.67387,0,0,0,1
2/10/2023 5:59,21.139072,42.67387,0,0,0,1
2/10/2023 5:59,21.139072,42.67387,0,1,0,1
2/10/2023 5:59,21.139072,42.67387,0,1,0,1
2/10/2023 5:59,21.139072,42.67387,0,1,0,1
2/10/2023 6:00,21.139072,42.67387,0,1,0,1
2/10/2023 6:00,21.139072,42.67387,0,1,0,1
2/10/2023 6:00,21.139072,42.67387,0,1,0,1
2/10/2023 6:00,21.139072,42.67387,0,0,0,1
2/10/2023 6:00,21.139072,42.67387,0,0,0,1
2/10/2023 6:01,21.139072,42.67387,0,0,0,1
2/10/2023 6:01,21.139072,42.67387,0,1,0,1
2/10/2023 6:01,21.139072,42.67387,0,1,0,1
2/10/2023 6:02,21.139072,42.67387,0,1,0,1
2/10/2023 6:02,21.139072,42.67387,0,1,0,1
2/10/2023 6:02,21.139072,42.67387,0,1,0,1
2/10/2023 6:02,21.139072,42.67387,0,1,0,1
2/10/2023 6:02,21.139072,42.67387,0,0,0,1
2/10/2023 6:02,21.139072,42.67387,0,0,0,1
2/10/2023 6:06,21.139072,42.67387,0,1,0,1
2/10/2023 6:06,21.139072,42.67387,0,1,0,1
2/10/2023 6:06,21.139072,42.67387,0,1,0,1
2/10/2023 6:07,21.139125,42.673865,0,1,0,1
2/10/2023 6:07,21.139112,42.67388,0,1,0,1
2/10/2023 6:07,21.139113,42.673885,0,1,0,1
2/10/2023 6:08,21.139115,42.673887,0,1,0,1
2/10/2023 6:08,21.139115,42.673887,0,1,0,1
2/10/2023 6:08,21.139115,42.673887,0,1,0,1
2/10/2023 6:08,21.139115,42.673887,0,1,0,1
2/10/2023 6:08,21.139115,42.673887,0,1,0,1
2/10/2023 6:08,21.139115,42.673887,0,1,0,1
2/10/2023 6:09,21.139115,42.673887,0,1,0,1
2/10/2023 6:09,21.139115,42.673887,0,1,0,1
2/10/2023 6:09,21.139115,42.673887,0,1,0,1
2/10/2023 6:09,21.139115,42.673887,0,1,0,1
2/10/2023 6:09,21.139115,42.673887,0,1,0,1
2/10/2023 6:10,21.139115,42.673887,0,1,0,1
2/10/2023 6:10,21.139115,42.673887,0,1,0,1
2/10/2023 6:10,21.139115,42.673887,0,1,0,1
2/10/2023 6:10,21.139115,42.673887,0,1,0,1
2/10/2023 6:10,21.139115,42.673887,0,1,0,1
2/10/2023 6:10,21.139115,42.673887,0,1,0,1
2/10/2023 6:11,21.139115,42.673887,0,1,0,1
2/10/2023 6:11,21.139195,42.673882,4,1,0,1
2/10/2023 6:11,21.139195,42.673882,4,1,0,1
2/10/2023 6:11,21.139273,42.67381,8,1,0,1
2/10/2023 6:11,21.139273,42.67381,8,1,0,1
2/10/2023 6:11,21.139275,42.67373,7,1,0,1
2/10/2023 6:11,21.13921,42.673683,0,1,0,1
2/10/2023 6:11,21.13921,42.673683,0,1,0,1
2/10/2023 6:12,21.139215,42.673383,12,1,0,1
2/10/2023 6:12,21.138885,42.673023,16,1,0,1
2/10/2023 6:12,21.138733,42.672872,0,1,0,1
2/10/2023 6:12,21.138738,42.67283,8,1,0,1
2/10/2023 6:12,21.139388,42.67281,32,1,0,1
2/10/2023 6:12,21.140502,42.672805,44,1,0,1
2/10/2023 6:13,21.142508,42.672762,44,1,0,1
2/10/2023 6:13,21.143318,42.672723,55,1,0,1
2/10/2023 6:13,21.145787,42.673028,55,1,0,1
2/10/2023 6:13,21.14756,42.673482,54,1,0,1
2/10/2023 6:13,21.149237,42.673675,16,1,0,1
2/10/2023 6:13,21.149648,42.673682,29,1,0,1
2/10/2023 6:14,21.151372,42.6734,35,1,0,1
2/10/2023 6:14,21.151523,42.673325,20,1,0,1
2/10/2023 6:14,21.151543,42.673252,0,1,0,1
2/10/2023 6:14,21.15145,42.673357,23,1,0,1
2/10/2023 6:14,21.150447,42.67375,14,1,0,1
2/10/2023 6:14,21.15024,42.673752,26,1,0,1
2/10/2023 6:15,21.147848,42.673592,57,1,0,1
2/10/2023 6:15,21.147025,42.673362,67,1,0,1
2/10/2023 6:15,21.144052,42.672792,60,1,0,1
2/10/2023 6:15,21.142482,42.672762,70,1,0,1
2/10/2023 6:15,21.139505,42.672845,51,1,0,1
2/10/2023 6:15,21.13921,42.672857,38,1,0,1
2/10/2023 6:16,21.13904,42.673228,25,1,0,1
2/10/2023 6:16,21.139225,42.673425,13,1,0,1
2/10/2023 6:16,21.138892,42.673665,0,1,0,1
2/10/2023 6:16,21.13889,42.673663,0,1,0,1
2/10/2023 6:16,21.13889,42.673663,0,1,0,1
2/10/2023 6:16,21.13889,42.673663,0,1,0,1
2/10/2023 6:17,21.138928,42.67369,3,1,0,1
2/10/2023 6:17,21.13895,42.673707,6,1,0,1
2/10/2023 6:17,21.138972,42.673212,17,1,0,1
2/10/2023 6:17,21.138692,42.67291,7,1,0,1
2/10/2023 6:17,21.139435,42.67284,40,1,0,1
2/10/2023 6:17,21.139743,42.672805,52,1,0,1
2/10/2023 6:17,21.141297,42.672782,63,1,0,1
2/10/2023 6:18,21.143968,42.672785,71,1,0,1
2/10/2023 6:18,21.146175,42.673132,63,1,0,1
2/10/2023 6:18,21.147935,42.673572,48,1,0,1
2/10/2023 6:18,21.149158,42.673693,36,1,0,1
2/10/2023 6:18,21.150938,42.673642,41,1,0,1
2/10/2023 6:18,21.152215,42.672855,52,1,0,1
2/10/2023 6:19,21.15305,42.671697,32,1,0,1
2/10/2023 6:19,21.153617,42.671332,21,1,0,1
2/10/2023 6:19,21.154877,42.67119,20,1,0,1
2/10/2023 6:19,21.15496,42.671168,9,1,0,1
2/10/2023 6:19,21.15499,42.671078,15,1,0,1
2/10/2023 6:19,21.154717,42.669758,32,1,0,1
2/10/2023 6:20,21.15434,42.668933,35,1,0,1
2/10/2023 6:20,21.153752,42.668083,25,1,0,1
2/10/2023 6:20,21.153388,42.667687,15,1,0,1
2/10/2023 6:20,21.153572,42.66703,18,1,0,1
2/10/2023 6:20,21.153418,42.666888,30,1,0,1
2/10/2023 6:20,21.152585,42.665895,31,1,0,1
2/10/2023 6:21,21.152118,42.66522,26,1,0,1
2/10/2023 6:21,21.151953,42.664735,20,1,0,1
2/10/2023 6:21,21.151808,42.66433,14,1,0,1
2/10/2023 6:21,21.151747,42.663925,20,1,0,1
2/10/2023 6:21,21.151848,42.663293,24,1,0,1
2/10/2023 6:21,21.151872,42.66266,15,1,0,1
2/10/2023 6:22,21.151923,42.662195,19,1,0,1
2/10/2023 6:22,21.151977,42.661877,0,1,0,1
2/10/2023 6:22,21.151983,42.66188,0,1,0,1
2/10/2023 6:22,21.152488,42.662252,5,1,0,1
2/10/2023 6:22,21.152545,42.66234,15,1,0,1
2/10/2023 6:22,21.152545,42.66234,15,1,0,1
2/10/2023 6:22,21.153162,42.663218,29,1,0,1
2/10/2023 6:22,21.153162,42.663218,29,1,0,1
2/10/2023 6:23,21.153943,42.663638,27,1,0,1
2/10/2023 6:23,21.153943,42.663638,27,1,0,1
2/10/2023 6:23,21.15425,42.663657,16,1,0,1
2/10/2023 6:23,21.15425,42.663657,16,1,0,1
2/10/2023 6:23,21.154308,42.663647,6,1,0,1
2/10/2023 6:23,21.154308,42.663647,6,1,0,1
2/10/2023 6:23,21.154475,42.66359,0,1,0,1
2/10/2023 6:23,21.15471,42.663283,26,1,0,1
2/10/2023 6:23,21.154337,42.662488,37,1,0,1
2/10/2023 6:23,21.153692,42.66169,39,1,0,1
2/10/2023 6:24,21.152458,42.661113,18,1,0,1
2/10/2023 6:24,21.152228,42.66105,32,1,0,1
2/10/2023 6:24,21.150485,42.66048,33,1,0,1
2/10/2023 6:24,21.150125,42.660205,20,1,0,1
2/10/2023 6:24,21.149925,42.660118,0,1,0,1
2/10/2023 6:25,21.149925,42.660118,0,1,0,1
2/10/2023 6:25,21.149925,42.660118,0,1,0,1
2/10/2023 6:25,21.149925,42.660118,0,1,1,1
2/10/2023 6:25,21.149925,42.660118,0,1,0,1
2/10/2023 6:25,21.149925,42.660118,0,1,1,1
2/10/2023 6:25,21.14986,42.660082,5,1,1,1
2/10/2023 6:25,21.149868,42.660028,10,1,1,1
2/10/2023 6:25,21.149968,42.660065,14,1,1,1
2/10/2023 6:25,21.15026,42.660305,27,1,1,0
2/10/2023 6:26,21.15159,42.660797,38,1,1,0
2/10/2023 6:26,21.15282,42.66115,28,1,1,0
2/10/2023 6:26,21.153722,42.66177,43,1,1,0
2/10/2023 6:26,21.154487,42.66271,40,1,1,0
2/10/2023 6:26,21.1547,42.663258,17,1,1,0
2/10/2023 6:26,21.154732,42.663385,6,1,1,0
2/10/2023 6:27,21.154815,42.662752,34,1,1,0
2/10/2023 6:27,21.15454,42.662388,44,1,1,0
2/10/2023 6:27,21.153447,42.661047,14,1,1,0
2/10/2023 6:27,21.153283,42.660837,30,1,1,0
2/10/2023 6:27,21.15238,42.659663,34,1,1,0
2/10/2023 6:27,21.151935,42.659112,24,1,1,0
2/10/2023 6:28,21.151608,42.658697,27,1,1,0
2/10/2023 6:28,21.150963,42.658102,37,1,1,0
2/10/2023 6:28,21.150008,42.657327,37,1,1,0
2/10/2023 6:28,21.149762,42.657158,26,1,1,0
2/10/2023 6:28,21.149882,42.656563,31,1,1,0
2/10/2023 6:28,21.150077,42.656415,17,1,1,0
2/10/2023 6:29,21.150703,42.655992,19,1,1,0
2/10/2023 6:29,21.150822,42.655887,7,1,1,0
2/10/2023 6:29,21.151313,42.655495,21,1,1,0
2/10/2023 6:29,21.151505,42.65533,11,1,1,0
2/10/2023 6:29,21.151805,42.655097,0,1,1,0
2/10/2023 6:29,21.151935,42.654997,13,1,1,0
2/10/2023 6:30,21.152442,42.65458,13,1,1,0
2/10/2023 6:30,21.152488,42.654537,0,1,1,0
2/10/2023 6:30,21.15249,42.654535,0,1,1,0
2/10/2023 6:30,21.15249,42.654535,0,1,1,0
